user_id,sku_id
74584	153551
4538	153551
2326	145014
69138	81462
34652	113305
43982	77571
75325	88295
102969	84389
45190	95
31575	126146
28038	71110
6982	24371
77122	115851
55549	47895
60106	128567
76069	60861
3225	154636
20117	16839
48170	155017
38709	126906
65748	57161
85069	31662
46423	103652
61493	57018
1715	32465
100532	6533
67216	12564
14171	152872
48602	152478
63335	31662
36977	124507
84225	73398
39269	115495
17358	97025
9688	32465
53226	57018
72211	149641
65737	161870
14668	63006
74084	107012
55082	59175
26	127896
70716	121950
56063	40399
65329	70352
87822	52343
34845	24679
101145	47895
6745	71110
3605	154636
11699	78694
23752	5505
21917	84389
14507	79520
11602	57018
9152	135409
27157	107012
11208	84389
28649	16864
25545	103132
30775	6533
79879	52343
32773	128567
73468	127735
58135	63006
44322	169819
24392	125110
57374	38639
19000	154636
93890	70352
50573	79520
5521	152478
45857	81462
83498	152478
14835	84389
70684	2677
7089	75877
61568	79520
99526	63006
10441	6533
46890	37957
87831	152478
64045	32465
98619	47895
5349	149641
70467	84389
92196	149641
34551	149641
22818	107012
78911	127896
99684	9702
49252	57161
43782	63006
57292	75877
37401	58246
39938	168136
37563	59175
90334	103652
27132	103652
29046	60425
43400	39830
2169	79520
54893	58568
89482	134555
8719	164354
95831	169819
3417	79636
51123	57161
90355	154636
34266	79636
80870	166707
84334	83148
17257	44854
941	80030
48572	93180
76203	31662
19556	166354
70049	152478
6195	63006
45499	6533
84580	15258
71245	21147
34141	81462
17901	31662
15433	169819
21196	74141
2912	38639
77195	47895
25084	23696
95656	32465
17653	63006
89514	12564
73961	144267
56175	21147
61682	62863
3621	154636
85851	115215
91303	85557
8943	103014
96350	115863
73166	32465
2194	64974
96093	142140
89791	154636
88937	128747
57051	63006
94356	136244
70588	47895
525	92909
72472	79520
31732	125756
81119	132782
8764	21147
13084	56234
37994	133533
85394	52343
100500	132782
47999	154636
65266	36307
54666	153395
80619	120580
11845	81462
86835	154636
7113	70839
8683	5825
31348	63006
52885	103132
6843	154636
23418	18412
63714	78694
47830	20308
9475	93180
32312	103652
88796	115215
89265	63006
27461	88295
20418	111999
12955	59175
42439	117996
13381	12564
97224	40336
41377	94944
34200	99646
36210	60293
34197	73398
84074	103652
59506	165157
46894	128567
100092	160476
39520	115851
100786	131300
80900	40336
24443	57161
41322	59175
16948	38639
64271	151327
84425	73398
99511	21147
70062	154636
82783	117996
86644	89802
21546	32465
20816	79520
34137	24371
20575	13785
93625	69209
94754	103652
38666	134619
75650	48895
433	115215
64376	84389
96282	12564
47581	36307
77699	63006
19268	78694
78227	97025
51139	109518
67990	22499
86554	152478
74806	57018
13586	149641
28206	128567
32444	160931
91817	47895
1319	107012
28972	42721
58379	166707
101738	79520
51330	147016
97191	6533
66644	52343
7421	5825
54007	14163
60173	40336
85080	51429
73782	47107
35354	52343
19833	152478
92794	149641
56874	21147
94098	6533
57110	103652
65073	107012
22499	12564
65489	79636
34187	63006
57687	146523
61216	166354
89340	127735
12689	84409
78362	152042
9050	138684
29491	149641
38003	129010
6710	52343
22942	5825
22833	73398
28782	103652
9180	128567
2595	84389
68790	88295
93226	142667
51083	52343
33385	86942
24305	63006
18637	153551
70010	109728
72374	52343
50680	52343
67447	89802
74984	52343
34298	58246
2419	12564
83258	81462
87127	149641
124	103652
83249	59175
79732	149641
43192	97025
24044	154636
43713	134289
84637	62872
12086	52343
39324	115863
72556	126146
3431	138151
43851	5505
2676	63006
15273	112332
94705	36307
68003	52343
81385	36307
22116	149641
18633	149641
55177	69209
92540	152478
84156	41840
52012	13334
30751	151327
76094	94561
92185	21147
4653	149641
87886	38639
35853	47107
41659	47895
6804	92909
69929	64974
85514	63006
51080	24679
35851	12564
13131	38639
72628	131777
83132	63006
80411	115851
43228	166354
51112	71487
38453	151940
66064	58434
38219	14163
23027	63006
44225	57161
25051	38639
55471	47895
51169	132782
89430	77571
32229	114640
5847	77571
86787	7030
81560	126906
98030	129889
15013	149854
45062	15259
80370	92909
11420	107012
58266	116746
22462	126146
90694	65520
2405	25987
78419	40336
41126	122664
11679	149641
55179	139586
44841	55715
95545	41101
99897	134084
90452	14433
40922	103132
87346	81708
95582	103652
39403	5825
53426	155707
44925	146523
45680	155707
99310	125110
39677	47107
29720	65520
25371	149058
5510	36307
80847	131300
28712	6809
78390	103132
78876	154636
33365	5825
50409	30440
78130	47193
4463	52343
6574	57018
71030	157827
59066	168136
97252	153551
26244	47895
77504	149641
85582	131300
19304	31662
10043	73398
32256	144364
13730	107012
23925	149641
90298	7746
27155	91393
20032	52343
53339	77571
97281	5825
14249	152478
64014	154636
17936	169819
77954	61531
11902	153551
82341	37995
50405	31662
68186	128988
84080	154636
4909	127735
7036	121950
66179	52343
38701	52343
6171	166707
13921	78694
20529	128089
67226	129010
11027	128567
47972	32465
98335	61531
94811	160476
22641	146523
38676	108824
37103	99646
86844	12564
84720	127896
8255	47895
79466	14577
101332	57018
6716	5825
14453	109728
17670	70352
11667	36307
103525	31662
32675	152478
78348	41101
38122	36307
95803	98253
74570	48895
21564	153395
45320	67755
61296	95850
81225	14163
80287	84389
18477	46990
67486	116670
99458	155017
44345	103652
52927	6533
3881	164544
25445	149641
84220	36171
86373	85557
19217	160476
38394	154636
5728	63006
85382	142477
92857	40336
59418	37957
95167	62872
69581	113305
67401	116489
22958	149641
95049	5825
100323	133730
79036	164258
25561	77074
39307	41101
52041	98253
94212	154636
34468	21147
36264	52343
6685	63006
56716	40336
43548	52343
13900	24371
51089	32465
35475	152478
70306	58568
41411	128567
47340	128567
49575	32465
2702	129010
75376	63006
40170	81462
27513	60861
73495	63006
59932	14433
2788	63006
25963	18412
51356	122745
29599	21147
3530	281
3488	36307
2668	127735
24133	155911
103418	37254
16341	154636
84392	121033
71740	140807
59038	60297
37886	20308
52562	61226
96408	75877
34766	149641
6872	163949
92291	23696
25261	108824
13320	63006
60267	37957
24567	47193
31904	88295
93836	152478
75835	21147
10642	37995
29966	36307
33478	153395
20508	114597
65399	63006
31177	103890
58640	57018
81489	97025
14551	163754
72514	140915
67945	107012
92050	76270
77924	22030
77905	40336
73834	46990
12438	40399
93942	44854
9168	138778
11644	142477
42330	84389
101318	155017
18579	31662
73989	38222
89520	153551
61985	76270
16036	47193
79636	84409
30544	60230
83244	63006
4691	57018
51261	32465
86622	169819
77158	64177
80069	12564
21275	14163
2846	31662
44123	6533
36924	47107
67555	60861
14639	161594
16361	149641
3504	109083
391	14163
51664	24371
95897	103652
92097	94652
25470	126906
40105	149854
80445	145990
24874	111021
26609	79009
54911	127735
12489	84389
43061	52343
38120	103652
11946	127735
101932	57018
48688	103132
90593	121950
97730	91393
90095	15259
9774	7746
30189	154636
16607	138778
38844	12564
53062	37957
72192	107012
24497	148434
63645	151327
1077	57018
59705	142140
194	94014
62605	153395
56921	18412
92808	12564
5796	161193
5262	64974
28626	166707
87412	121033
102414	5825
99062	152478
52944	15259
37600	168651
58751	90621
103506	75527
80358	64974
13220	16839
8089	50688
71604	74141
35103	125756
56709	161594
84219	63006
12757	31662
47466	159528
18418	52343
40736	103132
8344	57018
59713	63006
83119	152872
60391	154636
103135	52343
22206	79636
93406	73398
52734	32465
79062	41101
76243	166354
6859	24679
30320	52343
60999	6533
42803	32056
6943	16839
53847	149641
50043	46990
51816	42199
18092	111225
73815	36685
11512	46990
70545	127735
31463	52343
38169	81462
75330	36307
101020	31662
47063	57018
55567	57018
4665	122341
59378	63006
35182	64974
81411	140807
28847	36307
28152	12564
103543	30808
69406	67241
82776	41101
31913	51429
77033	52343
75441	32465
21544	25987
58180	154636
73184	52343
52566	81462
59363	42667
7034	154636
61234	60861
50746	154636
49371	84389
2117	79636
60936	146523
31335	164544
25597	134084
86231	31662
82280	109728
86106	14163
810	32465
27355	69209
91477	34517
88529	113920
66303	52343
70229	12564
36092	12564
5701	79636
16876	126146
45456	22167
36627	59175
3085	152478
44639	144589
68514	87310
18702	40336
10438	88295
91058	39425
93948	15259
25805	77571
80428	63006
20672	68293
77647	97025
44977	59175
16807	16864
82821	37254
35213	12564
44720	57018
6327	12564
44365	37995
44607	15734
82912	127735
101835	91393
6116	69209
56647	148434
1952	128988
98753	31662
100983	74141
49196	68615
62939	156088
17330	153395
99109	36307
77410	15258
80032	149641
97971	32465
32152	37957
94891	6754
65004	68767
90574	126144
25074	63006
102990	103132
5513	152478
66143	138853
85453	128567
86442	77837
35038	38639
19117	162658
56347	63006
70209	12564
70077	70352
2905	115851
5311	147796
76976	47895
59745	109093
31314	78694
97781	15259
76030	48154
70500	16839
102299	14433
25339	12564
69389	126906
5863	103014
46008	147796
79060	21147
81437	14163
88740	84389
9418	55444
19397	37957
6589	6533
7185	97025
17032	31662
94143	5825
82739	44854
41766	149641
24413	6809
79051	81462
78396	75525
86264	62085
46585	90294
72966	127735
52375	62863
57826	42199
3677	63006
15496	12564
20774	52343
57402	65520
65146	22499
93306	63006
83252	52343
85670	154636
27785	164258
79514	57161
74600	166707
20228	79636
97621	154636
28130	91393
39266	151327
8247	148421
57496	36307
82940	94944
5629	146523
71281	109144
46390	75527
7193	12564
13352	81462
16294	68767
65707	4366
101949	119321
77930	14577
28184	44854
9214	83384
11523	97025
9649	55674
53335	75836
102314	32465
77530	84389
72213	144217
68872	102098
15133	152478
48753	128747
29548	126146
85218	103652
44191	14181
45457	128988
59597	152872
84383	84389
3306	84389
72911	59175
98212	44854
12940	108824
76407	5825
21114	166707
85001	154636
70694	77571
95711	63006
56600	128089
77752	40336
65820	116489
19636	13933
31178	136019
51758	21147
47885	111225
52807	84389
31259	59175
9462	18412
24459	36240
74052	69209
50111	52343
92216	25987
89366	149641
77650	128979
60560	142477
43384	37957
83363	75836
11615	36307
20785	63006
91474	18103
89782	83384
27611	62863
101165	12564
30306	62266
4624	103890
38994	37957
18759	14163
22636	25987
21815	92909
99411	18412
40939	154636
71921	97025
96165	154636
101142	81708
15258	92909
83506	101181
60745	5825
45414	112274
67218	88295
10072	95
4120	12564
65232	24371
57548	48895
18136	138151
80799	149641
20238	59175
27786	63006
9065	164252
93628	124997
85786	73469
20	98008
10242	77447
94480	154636
78478	39253
14891	15117
51953	77571
16559	154636
47366	65520
61004	20308
32667	161265
7919	81462
82679	52343
83912	84409
78828	52343
12865	63006
44788	75489
98405	152872
15519	31662
88363	75527
81288	115851
72560	47193
39065	103652
85664	149641
47984	20308
13328	131300
81730	31662
35495	112604
19609	132782
58029	12564
6852	15661
68159	88060
40588	59175
79596	16141
93313	149641
72691	149641
20999	126146
32794	36307
61505	12564
54308	31662
81848	73469
98671	20308
9236	18412
62097	38639
56890	149641
91784	164506
39319	145895
93087	15259
4086	37957
49431	63006
24063	25987
12293	5825
53921	59820
27391	90435
296	14433
57459	5505
63125	52343
16957	103652
56518	84409
97857	44854
70627	42199
17990	63006
38324	18412
50652	57386
28099	21147
57316	128567
75803	52343
89413	79520
45259	97025
52279	56792
76197	22167
87081	44854
8993	154636
60514	97025
3198	52343
47860	3067
1899	61226
61499	13785
19411	36307
16621	125756
2547	154636
83739	37957
29180	78694
49609	90621
54851	115537
52708	79009
21504	129889
36682	81462
80804	153395
18474	76270
29989	123773
42827	47193
39167	52476
67065	68615
11442	18412
56089	134619
92577	15259
27010	44854
78527	167310
56396	5505
81096	149641
41564	63551
41005	115851
29645	12540
15591	107012
46116	103652
28405	123578
67086	125110
35472	145990
101409	5505
24708	108399
5603	68615
56423	21147
11965	21147
87804	168478
78560	15921
4299	109728
11321	102527
95606	78694
91112	149641
18859	107012
81142	62351
52471	146523
21464	126144
83824	152872
29587	97025
48445	36171
27815	153551
22019	77837
63521	79636
46277	43449
58811	70839
77160	31662
30144	32465
12770	99625
98992	40336
43013	5505
45577	73398
43601	154636
96899	14163
40103	150332
38549	63006
12290	151327
56297	57018
58476	154636
3658	128988
13067	138778
67656	81462
95547	103132
82206	127804
45212	154636
56101	40336
9788	160476
9163	57018
4747	47193
33715	69209
21123	37957
37971	169819
36674	152478
94369	12564
15824	60297
99567	12564
86775	15259
24967	30528
61629	103652
99565	21147
5678	144549
40454	5825
79034	75877
62411	64178
5944	74517
2565	24679
1740	57018
76897	32465
34591	109728
80063	134084
10726	15661
17592	41101
61287	155680
2589	46990
72573	128567
13927	81462
96606	160476
11369	69209
5507	128567
15328	127896
72032	89802
1277	127735
35063	77074
97707	15259
94368	126146
78548	149641
29638	108824
27350	128988
20717	103652
57712	63006
28369	57161
57966	154636
27701	149641
61428	36171
56253	127735
43933	87310
83031	40336
59802	12564
80108	36171
32499	32465
31721	154636
53007	59175
64629	57018
47678	18412
94108	59402
1124	129433
29762	57161
53241	152179
16427	52343
80326	12540
16441	88295
4809	52343
1358	36307
76172	18412
29061	128567
95290	79636
74893	62863
6551	20308
42933	59175
97348	126144
9910	57018
43470	154636
23880	97025
4151	41101
80631	111999
81058	31662
32326	149641
41255	63006
12815	24371
67685	113305
19523	40336
51270	32465
43794	124997
44406	7746
74017	75527
8951	80462
57964	153395
80485	149641
102734	75877
16344	153551
64155	63006
44802	27858
61978	12564
93987	99646
24317	134084
11005	20308
49006	12564
87125	37995
61175	57161
38846	65520
11123	5825
31600	57018
60938	77937
30700	124997
61487	103652
21403	60861
41570	66088
3529	21147
8570	60861
14922	7449
72257	108399
89709	117452
74623	123578
35418	94795
6000	64229
57727	47895
95385	20308
57313	98253
69024	6533
43045	155911
33489	92394
23203	47895
46280	46990
2545	126146
95222	15134
47643	14163
55708	38639
37997	160476
30242	128988
18629	96887
76514	128988
49442	58568
10543	40336
40112	7498
71117	68615
73530	97025
24137	18412
41113	77571
73802	68767
17971	32465
59397	63006
20524	62476
38125	164318
37734	64467
78575	94561
79110	128988
17512	61531
92881	61531
13617	52343
25386	103652
70784	21147
78295	83384
86083	20308
89961	18412
72653	140121
1607	20308
65730	78412
5241	158623
38668	12540
58834	149641
93327	153551
49416	152478
33079	67829
45438	169819
45105	149854
53316	149641
63302	164258
52506	12564
53606	158569
98369	88295
25421	33445
26303	126906
43979	166707
82322	60861
26270	115215
85590	112274
18066	160476
13118	166354
28869	65520
8607	36307
2114	37957
18009	146523
38130	15259
20007	140121
49711	84409
71047	166707
75113	68615
75690	57018
85187	21147
89606	5505
66969	153551
72229	21147
8542	15511
34709	84389
27375	149641
54847	78694
54092	32465
48726	103132
96458	154636
62769	128988
11102	65520
34770	78694
72285	63006
61106	52343
71763	130563
81980	79636
80172	119979
6199	12564
84652	153551
15071	73469
62413	12540
88409	68767
33976	36748
93342	52343
33935	128089
76332	64177
56950	31662
64701	61581
73956	16839
83812	81462
39447	84389
98983	12564
102475	79520
53319	154636
55576	84409
20925	93295
35998	5825
95645	119111
71985	128567
82278	84389
33052	18412
19039	149641
28685	134289
27926	134084
34230	152478
93350	61581
52867	152872
16784	153551
23482	76270
7142	75877
71671	54709
53406	63006
64153	65520
57523	128567
58778	126906
77778	60230
6791	154636
25336	31628
56351	56792
3174	152478
81957	126906
21681	12184
3088	125756
103566	37638
15034	123578
86296	103652
83638	20308
47117	160476
77815	117452
17258	160476
77076	152478
12043	132782
36195	38222
218	154636
9310	15734
34303	12564
27832	157597
22140	147901
30975	46990
73704	52343
79612	70352
43984	73398
39939	115753
60638	38222
42990	81462
40880	152478
79824	149641
17336	9702
29108	59175
76161	57161
67549	86942
49082	165249
72532	88295
31229	97097
41024	61531
54944	107012
18013	84389
15995	68615
93787	6998
99318	12564
4067	128567
6052	126146
5128	103652
70154	107012
53696	149641
72127	5825
22886	21147
50936	10130
29555	47895
85606	57018
66964	164252
56025	12540
65716	107012
55194	154636
86971	63006
72521	146523
68167	44854
30068	103234
33609	32465
93703	103652
66117	105064
96895	63229
1015	59175
40151	32465
8113	57018
71723	164215
34377	63006
101879	128567
71310	109728
73497	14163
9970	20308
72008	103132
53663	149641
81702	37957
16817	78694
10537	154636
49917	52343
82890	4723
59027	101664
12049	77837
27635	128567
56990	32465
40450	40336
32525	128988
94389	44854
58668	152478
56075	77571
97696	158623
46324	6533
59583	123773
44436	94944
39545	62863
69078	63844
68489	153395
76392	47193
82902	57018
6897	14433
43818	32465
31546	155707
93867	149641
78003	52343
33034	276
46898	14433
83214	147796
13094	14163
100639	20308
84939	131300
32792	57161
12941	69230
18388	38639
92130	59038
77941	153551
91514	131300
4060	79405
93433	160476
20872	168136
102992	149641
103540	107012
12401	47895
96988	6238
92181	151760
97869	169819
80968	21147
77621	2677
68617	36307
77405	154636
60509	134619
37967	21147
14914	78335
61307	97025
39214	57018
15536	60425
36130	5505
21072	63006
27550	31662
26910	63006
53865	152478
73781	63006
99997	127735
76403	149641
54245	95850
38079	57018
27007	152478
31557	12564
45263	12564
67357	52343
65596	146523
26963	24371
55452	41101
98338	43062
27094	38639
89092	63006
50240	56792
23049	78694
23391	127735
91907	57018
88920	145990
64814	142140
33268	5825
90069	57018
86636	24679
54914	157827
34724	37254
43083	144549
71043	24371
76779	63006
71728	5825
25122	6486
11220	63006
51313	145990
45735	63006
13838	57018
40261	116080
8747	73469
82588	149641
6770	1628
77878	103887
49864	57018
9249	73398
91721	164318
44985	5505
40789	126144
15423	84389
97725	147796
93128	147796
48878	109083
65654	52343
47900	57018
30855	154636
52334	153551
80996	26372
10032	75877
63135	9702
65860	168106
25020	103652
51013	36171
8695	84409
5378	149641
35290	47107
21919	153551
272	5825
58954	130563
99934	28295
60597	152478
5187	37957
60210	37957
54817	37638
5975	119979
45884	116489
97580	119979
42064	132835
60648	63310
52160	162498
10027	149641
91330	63006
73770	81708
100703	124536
97729	57161
68073	21147
43213	97025
16544	151327
40869	36307
19557	52343
31074	103652
30477	51429
40059	152478
67629	78694
58837	145990
72846	37957
66185	152478
100704	107012
45616	69209
70779	13785
95851	36307
35733	47895
85452	98253
98877	57018
41900	69209
17202	63006
27714	60861
77192	42199
75367	123578
38307	65700
57449	78694
72142	55674
74654	68767
88292	68615
40698	41101
12917	57161
30311	20308
92113	101181
39637	36307
44302	148434
96064	34517
92110	152478
57550	38639
96524	63006
95865	94652
42548	127367
28511	38639
22050	63006
85153	92909
27946	160476
35753	32465
101614	103652
67673	75877
43840	138289
50647	105064
87849	31662
9484	31662
9710	63006
50539	77571
52443	63006
55324	158864
27692	69757
16014	53638
77467	147796
44115	157120
9973	75877
22157	132782
100854	75527
62020	157120
12717	126906
84572	121787
53087	61531
41594	5825
102667	91393
508	74517
15787	38639
23849	111225
65208	115851
22002	52343
23681	134619
89058	153551
43902	107012
52913	47895
38298	63006
14973	80030
97087	12360
37355	47193
32583	24679
48281	154636
20927	149641
93371	6533
49147	77633
94617	154636
56918	145946
13413	12564
26449	94795
6805	113452
6800	116489
37177	64036
76112	153698
95291	61226
72631	148434
100560	77571
28125	20308
35130	128567
88713	145406
7038	12564
17155	47895
5660	21457
98470	84389
93708	79636
90034	44854
73072	78304
56646	154636
78671	32465
90966	81462
56578	78335
34486	63006
24484	57161
11994	18412
34868	156199
56691	37957
94137	149641
33637	18412
98636	63006
96802	108824
88456	79520
56660	17069
34782	14433
47922	153551
76979	29670
46472	97025
93715	47895
84565	63006
62757	128567
14170	109728
4756	276
97700	73469
81790	44854
96714	52343
80293	57018
13282	12564
58850	84389
81425	14163
81516	9702
40929	103652
62225	63006
84109	52343
84873	21147
15372	108824
66717	5505
46925	107012
57872	47895
91102	154636
14284	153551
32881	146704
86896	75877
18795	61531
81680	154636
1543	128988
42703	12564
79670	126146
69308	12564
37542	79113
28232	101181
49013	166707
65077	103652
12964	55092
15819	89802
81307	52343
34483	78694
20312	128089
38205	154636
26208	30195
68831	63006
72006	125110
71868	68615
97254	164258
62423	44854
69980	52343
72525	63006
7447	142140
28519	64974
91768	37995
51144	47895
45626	169819
96215	64177
8266	5825
649	24371
12289	147796
35280	21147
15620	6533
34111	126906
32678	38222
50103	134619
87520	32465
13055	154636
37605	40336
89233	103652
3831	166354
56190	18412
45639	149641
38056	36171
13801	57161
86156	29670
64161	24679
96967	69209
75211	108824
71524	131300
43263	47895
74464	81462
22612	103132
11115	116670
43171	153395
67524	10325
73315	166707
10709	164609
25335	94944
34588	134619
53025	18412
31106	62807
33373	24371
18026	31662
3936	152483
87586	149641
36835	152478
18148	107012
64136	14163
14890	78335
11975	151327
7056	62351
76138	12564
73324	147796
6384	86686
33460	66331
10158	12564
51254	84389
20516	127735
52548	21147
62954	169819
57218	154636
85306	101083
77108	109728
28102	5825
43593	163754
38965	151327
43412	38594
90762	32465
82756	5825
7634	5825
14738	89802
5553	166707
64276	13785
27695	126146
33778	107012
48678	63006
65383	37957
9819	88295
102531	12564
96346	68615
65360	125756
12491	154636
67289	99646
24509	18412
9198	12564
2087	149854
64864	42721
56279	63006
6918	164258
7592	13334
61763	31662
42463	144170
18135	61531
50173	32465
71165	168651
24856	52343
83463	160476
61353	44854
89739	44854
3672	36307
86796	12564
62667	86942
83905	46673
89391	59175
86939	152478
57323	142477
93067	44854
101875	70352
13188	20308
27596	151541
43229	15921
96432	63006
29488	168288
83594	89802
96357	116489
73969	18412
83182	69209
70960	14163
79071	47895
92678	79636
89224	14163
11896	21147
38397	24371
63160	12564
71571	5825
12461	127735
90512	77571
43641	44854
7506	90973
27006	18412
34730	41101
71908	82971
66262	79520
1232	164318
71748	88295
69330	152872
58474	97025
86067	116489
35689	57161
56655	73469
63969	24371
14531	140807
34127	131300
69881	123773
103434	58391
18158	24371
32052	52343
6469	68615
98686	65520
78984	131777
84986	79636
92316	84389
18210	154636
13179	160476
99151	40336
33824	6533
76696	18412
5190	76270
15257	124997
85773	97954
36073	27254
51991	149854
30850	57018
6657	128988
35005	151327
66323	121342
68170	38639
50484	52343
12623	57018
52682	47895
47991	152042
39420	149641
36547	134619
59442	75877
77181	57018
6877	55143
54610	57161
91582	126146
19919	169819
4078	84389
97020	40336
61608	56928
38193	103132
89635	78694
103232	40336
63289	124997
40883	57018
76691	69209
37445	153551
33710	110974
78630	12564
26033	5505
77917	50482
29830	134619
99436	52343
78620	115495
87609	81462
26567	37957
23730	130563
20844	69355
17438	38639
59645	119979
25153	134619
32963	63006
94175	128988
3636	116489
69614	52343
31545	112274
69103	57018
19211	59175
43731	104955
9347	108824
20164	15921
52729	126535
9018	149641
87404	128988
19346	41101
94893	153395
55967	107012
16551	62351
45326	74141
5543	40336
43972	57018
6622	102110
39362	12564
31333	152478
38908	41101
84537	84389
30550	11061
9986	88295
83757	18031
62778	128747
31469	10281
60300	60861
35252	84089
27924	15734
6293	164211
56751	62351
37672	154636
13026	149641
37372	57018
37094	63006
92220	63006
30825	160476
34983	56747
66401	127735
43480	68615
58001	166354
43097	12564
6071	38639
42521	22499
75859	61531
13389	149725
76894	111741
81562	145990
21234	163392
64991	63844
91595	31662
49297	73469
65362	107012
20478	128988
42161	36307
46471	15259
18921	32465
84745	84409
25637	14163
77553	15661
6158	59175
32493	31662
84905	62863
51097	154636
76359	167310
92835	128567
11273	5825
58570	63006
40155	57018
38725	102527
73429	68767
42939	127103
38444	153551
6374	63006
53102	126535
6912	153395
7719	39387
78982	142140
86683	154636
45864	14181
95028	79520
97001	12564
4249	63006
54860	78335
79737	18412
90074	126509
77478	47895
51081	37957
85778	103652
15082	81462
25307	154636
34726	13334
40478	126710
7785	47895
38959	160476
645	63006
78836	57018
91059	107012
102113	166707
85233	94944
81748	166707
57922	125756
81038	84389
78533	38639
12490	105064
96251	40336
35585	15921
1261	149295
102950	59175
98735	101181
66878	67241
67745	110974
39026	47895
19489	60293
44974	128567
84282	154636
97207	56792
38571	22499
50847	82971
74566	38639
55315	84389
99965	37957
5872	52343
64936	52343
25812	97025
90254	128988
56799	61592
17019	15391
5270	109726
40938	125110
9084	15391
90992	79636
95101	24371
52401	21147
73246	145946
88073	40336
19528	155034
52559	68293
55556	130563
97746	15259
65868	112953
84823	156064
75589	73398
85958	160752
100708	31662
37685	166354
66111	107012
68876	63006
78712	140121
7515	32465
47510	52343
41843	152179
23425	62708
5988	160476
53176	63006
78649	107012
71988	31662
102821	154636
32830	149641
62466	75877
101471	6533
17840	107012
62984	90294
5776	80030
46284	149641
22079	60861
87368	40336
51306	24371
97834	34314
93274	109083
73401	24371
78593	107012
36737	38639
11286	61531
92875	101598
80256	97025
41008	69209
58682	154636
39182	154012
24904	154636
80608	5505
14510	68615
86801	12564
1007	21147
91143	39425
94359	154636
11490	125110
53214	40561
8256	153551
96337	25409
4311	32465
35558	145895
102471	161193
20255	37254
32001	79636
97914	103132
44672	153395
28097	84389
84030	37254
32199	78694
83418	47107
30111	149641
