user_id,sku_id
14251,62351
14538,149641
14554,37957
14570,152872
14629,20308
14630,79636
14690,71691
14692,124997
14813,52343
14851,145946
14880,91393
14890,78335
14908,149641
14914,119979
14920,58568
14948,46191
15031,152478
15114,47107
15200,57018
15200,75877
15219,146704
15257,124997
15313,9702
15419,159439
15433,169819
15453,140807
15482,65520
15536,169819
15592,103652
15682,103234
15728,134555
15787,126146
15806,90294
15836,151327
15839,52343
15874,77571
15916,109083
15941,122341
15949,142477
15962,124687
16127,61226
16225,160750
16299,63006
16356,62476
16396,21147
16449,12564
16579,149641
16643,68767
16658,116489
16687,20308
16766,151327
16795,89802
16820,131655
16848,135409
16870,79636
16881,63006
16930,164318
16942,103132
16957,103652
17019,15391
17022,63006
17076,107438
17155,47895
17168,5825
17174,36307
17176,152478
17182,14577
17202,63006
17203,84409
17228,27254
17299,32465
17369,142667
17398,63006
17411,164258
17478,164544
17483,146523
17489,52343
17534,70839
17692,154636
17701,81708
17721,128988
17852,130278
17903,124997
17912,160750
17947,12564
17971,62863
18002,158569
18062,111021
18092,124997
18100,18412
18136,138151
18264,37254
18271,32465
18323,50688
18331,124997
18335,14433
18360,91721
18388,37254
18388,38639
18456,12564
18471,30827
18498,12564
18524,64794
18588,132915
18602,6533
18637,108824
18665,122341
18669,124997
18861,84409
18909,115215
18949,63006
19130,21147
19149,5505
19149,18412
19149,31662
19149,44854
19225,140687
19277,75489
19304,42199
19363,14577
19397,37957
19412,131300
19420,73712
19424,74141
19489,157137
19502,149641
19531,149641
19549,124997
19556,166354
19557,52343
19591,153395
19636,36371
19672,39425
19694,20308
19699,101181
19710,73398
19758,32465
19775,145946
19847,79636
19957,152478
20000,39425
20005,147796
20014,12540
20040,70352
20093,154636
20108,18412
20164,74517
20228,63006
20231,152478
20238,59175
20274,125756
20312,128089
20338,128462
20348,135064
20365,124997
20380,68767
20408,149641
20482,13334
20485,12564
20498,69355
20516,127735
20520,69209
20529,123773
20568,124997
20630,147796
20630,152478
20634,97536
20636,153395
20671,10089
20717,103652
20787,148001
20804,64794
20809,103234
20880,66331
20881,61226
20917,147796
20925,93295
20996,109093
20997,36307
21072,63006
21111,69209
21114,33445
21186,166354
21222,88295
21244,31662
21275,14163
21298,154636
21347,132782
21403,60861
21431,38639
21525,95890
21741,78694
21776,101598
21866,9702
21909,18412
21933,167310
21959,52343
22017,12564
22049,66169
22053,15921
22065,56792
22140,147901
22157,70839
22180,94561
22378,73469
22532,38639
22553,64506
22595,29243
22595,31522
22595,40336
22595,59175
22595,160476
22612,77221
22630,149641
22641,57161
22659,113185
22727,47895
22842,52343
22865,115863
23044,124997
23108,128988
23188,152872
23203,47895
23216,61531
23296,47895
23315,107012
23333,94482
23377,109093
23416,149641
23505,36307
23520,149641
23609,32465
23673,73398
23699,47193
23838,4919
23880,97025
24027,61531
24028,140121
24093,166354
24163,38639
24165,12564
24165,84389
24172,55715
24283,63006
24305,63006
24391,109912
24392,125110
24396,97536
24459,36240
24509,18412
24545,127896
24568,149641
24603,103890
24618,84409
24747,76959
24779,63006
24786,94561
24804,36371
24837,24371
24838,44854
24860,97502
24862,62085
24993,50688
24996,42721
25021,57018
25024,55715
25051,145946
25068,5825
25098,63006
25100,109728
25122,132782
25129,65520
25153,147342
25164,147796
25190,148421
25281,145895
25327,149641
25367,69209
25398,83144
25429,22499
25456,75877
25457,32465
25470,151327
25497,77723
25536,124997
25545,24371
25597,134084
25641,84409
25655,56792
25704,131300
25730,7746
25852,24371
25874,63006
25874,79636
25917,116489
25963,18412
25990,124997
26038,14163
26118,119979
26138,103132
26244,47895
26265,149641
26363,42199
26527,40336
26528,6533
26531,51477
26545,108824
26564,59175
26584,90621
26610,124997
26701,48895
26870,73712
26910,63006
26938,55715
27035,12564
27159,24371
27244,115495
27266,153395
27269,164258
27355,15117
27378,7528
27389,20308
27410,126535
27422,168651
27522,38639
27522,80030
27522,115215
27610,31662
27695,126146
27736,66291
27743,166707
27786,63006
27832,157597
27851,78694
27946,81462
27950,169819
27959,16678
27970,147796
27977,44854
27978,154636
28099,21147
28125,20308
28166,129889
28191,47895
28215,153551
28251,124997
28285,109083
28287,42199
28290,61226
28344,164215
28376,37995
28379,24371
28397,84409
28405,47895
28514,37638
28519,64974
28542,149641
28553,138778
28584,79520
28715,94561
28749,138151
28756,164258
28791,12564
28817,5825
28829,14433
28850,126535
28875,108399
28889,126906
28898,12564
28918,63006
29009,126765
29180,69230
29181,154636
29220,81708
29309,103132
29491,149641
29539,57018
29555,47895
29569,149223
29574,43940
29576,145990
29586,149641
29600,166707
29608,154636
29630,101001
29657,44854
29762,15259
29764,37957
29830,63006
29855,59820
29936,93652
30116,14577
30124,63006
30201,146704
30274,56171
30319,53261
30393,132865
30426,145990
30451,149641
30479,52343
30497,143717
30556,14433
30593,88053
30614,149854
30627,125110
30634,75877
30700,124997
30756,148434
30829,154636
30891,52343
30894,109093
30911,134619
30920,69355
30926,149641
30937,78335
30939,131300
30975,46990
30977,47895
31032,5825
31050,66291
31210,81708
31335,164544
31360,7746
31376,63006
31570,9702
31596,74141
31703,104955
31901,164544
31913,91393
31920,162498
31961,124997
31998,149641
32013,154636
32103,128567
32103,153698
32143,139565
32296,5505
32296,63006
32299,132290
32313,128988
32444,160931
32478,64467
32493,81708
32566,12564
32609,69209
32657,152872
32785,155017
32881,146704
32896,5505
32968,36171
33074,37638
33079,113305
33130,47895
33132,15781
33143,61226
33143,103652
33149,40336
33198,12564
33236,58246
33302,134619
33353,47895
33365,5825
33395,124997
33560,103652
33570,41101
33570,47895
33662,125756
33663,166354
33738,154636
33821,70845
33850,59175
33922,81462
33949,80462
33981,57018
33990,115851
33992,55092
34000,2340
34111,126906
34131,157827
34208,131300
34222,55715
34222,85557
34242,60861
34262,73398
34369,149641
34400,4723
34427,166707
34451,59175
34483,78694
34497,90621
34498,55092
34534,24679
34575,102527
34588,134619
34599,87310
34679,141257
34687,44854
34719,47193
34766,140807
34767,145990
34814,166707
34827,69209
34845,24679
34914,63006
34947,69209
34972,18412
34983,37995
34983,157120
34992,78335
34994,37957
35005,146704
35034,97948
35038,6809
35114,47895
35144,124997
35153,124997
35181,59515
35223,69209
35298,32465
35317,48895
35321,149641
35353,142477
35415,78694
35425,32465
35450,76270
35468,84389
35469,39425
35490,154636
35506,146704
35687,164211
35766,65520
35807,124431
35851,42721
36079,76270
36130,5505
36196,169819
36230,13057
36230,44854
36230,138151
36272,149641
36288,149641
36363,5505
36381,69355
36559,44854
36597,149641
36681,44854
36854,90621
36860,61581
36869,128988
36870,8062
36937,18031
36944,143764
36955,61531
37094,32465
37141,164258
37177,64036
37267,161694
37393,63006
37401,58246
37403,78335
37445,47895
37465,89802
37607,149641
37650,47693
37685,128988
37689,2677
37768,12564
37825,127896
37826,41101
37873,65520
37994,133533
38061,21147
38083,151327
38120,103652
38219,63006
38231,147796
38251,56792
38564,18412
38568,61531
38589,77571
38615,31662
38666,5825
38686,63006
38709,126906
38731,153395
38743,12564
38749,124997
38763,37957
38889,120580
38900,13334
38915,31662
38943,32465
38943,62863
38952,65520
38959,47895
39026,57018
39054,73469
39065,103652
39152,160476
39162,14163
39224,44854
39287,123773
39324,115863
39329,63006
39457,102110
39566,164258
39637,148434
39811,19973
39912,164318
39938,168136
40029,98253
40105,63229
40148,49178
40208,125756
40258,49488
40454,39425
40474,31662
40553,15258
40591,138778
40598,276
40622,79520
40675,61226
40763,21147
40790,21147
40797,37638
40803,94944
40863,44854
40951,154636
41005,156064
41025,91957
41108,52343
41126,128567
41147,12564
41255,49488
41255,125730
41278,70352
41302,52343
41393,126146
41542,65520
41594,5825
41613,37957
41638,78694
41695,107012
41728,29512
41805,57018
41984,128567
42085,84409
42218,75771
42226,153698
42295,69209
42296,61531
42315,142140
42511,65520
42521,22499
42531,147796
42558,68767
42578,146704
42634,38123
42692,145946
42729,149641
42791,78694
42798,127735
42842,138657
42863,147796
42956,20308
42975,116497
43096,17470
43099,127735
43110,73469
43117,18103
43120,75877
43121,31662
43139,5825
43148,83384
43185,89329
43213,97025
43228,15259
43348,26796
43375,115215
43453,164544
43521,149641
43604,63006
43615,169819
43648,128988
43664,24371
43675,125110
43687,36371
43723,142140
43770,14433
43794,124997
43808,57161
43808,79520
43808,81708
43849,124997
43851,5505
43854,124997
43857,48895
43863,78335
43915,126146
43933,143764
43951,147796
43989,8466
44025,7895
44115,14163
44141,166354
44146,64974
44210,9702
44224,21147
44225,47895
44296,146523
44322,169819
44345,74141
44363,126146
44365,37995
44379,149641
44440,70352
44509,108824
44530,40336
44530,166354
44607,28754
44672,34314
44749,151327
44840,108824
44841,55715
44902,160537
44921,151327
44925,12564
44974,34517
44982,75877
44986,160752
44997,149641
45014,131300
45080,145946
45190,121342
45304,107012
45326,74141
45334,9702
45346,87502
45366,75849
45383,32465
45454,89802
45471,61531
45513,116489
45524,42721
45577,73398
45594,55715
45605,84389
45662,57018
45810,57018
45834,42721
45887,157827
45989,18412
46026,124997
46076,47895
46265,45320
46280,46990
46320,61531
46365,117996
46397,79520
46423,103652
46610,77837
46639,125756
46684,152872
46947,124997
47086,75877
47089,93295
47150,124997
47202,34406
47239,149641
47362,6533
47466,24371
47534,21147
47541,157827
47617,6533
47623,132417
47625,127735
47651,128309
47678,151327
47830,20308
47936,12564
47972,63006
47984,111225
48000,18412
48025,147796
48048,37957
48087,63006
48087,144589
48270,44854
48344,57161
48443,101181
48465,80030
48515,101083
48602,152478
48677,128988
48679,37957
48700,128988
48710,103132
48720,63006
48857,74141
48902,24679
48917,12564
48939,166707
48981,103652
49033,149641
49054,63006
49058,14433
49061,20308
49082,165249
49118,52343
49192,38639
49218,109083
49280,61531
49295,6868
49350,142140
49416,63006
49562,149641
49564,88295
49571,154636
49629,18412
49687,126816
49711,84409
49754,84409
49827,52343
49869,23696
49906,47895
49964,67241
50010,126146
50010,132782
50041,31662
50047,21147
50065,71098
50173,63006
50181,78335
50240,75836
50296,128988
50337,165467
50344,24371
50376,152478
50382,21147
50405,168651
50438,58728
50480,62351
50484,52343
50500,47895
50506,47895
50605,146704
50639,55092
50772,63006
50824,18412
50849,57161
51037,154636
51068,124997
51081,5505
51089,134619
51100,48895
51113,68767
51123,57161
51151,125363
51197,20308
51198,138151
51216,77723
51270,32465
51306,24371
51330,147016
51447,146704
51462,152478
51505,61531
51584,16141
51584,90294
51725,57018
51816,126535
51837,138151
51843,105559
51848,84389
51877,64711
51881,68767
51991,17470
52154,6533
52197,14433
52274,169819
52330,47895
52372,12564
52375,109728
52383,108824
52446,51429
52457,70839
52476,18103
52480,84409
52485,103652
52560,149641
52637,109083
52677,112332
52680,149641
52695,85557
52701,103234
52729,24371
52770,10321
52858,77571
52914,84389
52990,68767
53083,84409
53141,85557
53171,124997
53176,63006
53214,8466
53244,103652
53413,38639
53427,116489
53562,128567
53562,148434
53727,86942
53741,62863
53757,63006
53784,38639
53803,80030
53884,166707
53899,47895
53966,81708
53987,52343
53992,1394
53995,81708
53995,128747
54009,36307
54027,147796
54050,18031
54116,168651
54266,149641
54390,31662
54392,18412
54430,38222
54565,140121
54567,128988
54588,149641
54637,38639
54666,57018
54730,84409
54741,107012
54777,31522
54850,124997
54859,124997
54904,36307
54911,12564
54935,126535
55035,12564
55075,149854
55082,59175
55109,10325
55194,154636
55270,149641
55276,92677
55289,124997
55315,81462
55347,124997
55394,65520
55471,47895
55524,37957
55547,169819
55549,47895
55631,50688
55687,36307
55732,62872
55761,136538
55793,119111
55822,63006
55864,75877
55881,74517
55917,154636
55955,152478
55967,128567
56053,20308
56053,36307
56090,151940
56147,154636
56174,12564
56175,68767
56227,62351
56253,111153
56293,22167
56329,149641
56347,63006
56379,168651
56396,5505
56397,20308
56467,52343
56475,116489
56581,52343
56643,127897
56646,128988
56676,65520
56687,78412
56719,20308
56751,62351
56771,144549
56861,16141
56876,154636
57010,103132
57140,124997
57160,60861
57218,154636
57313,98253
57321,93652
57420,67241
57420,153395
57436,55092
57444,145946
57523,152478
57548,6533
57573,57018
57596,158569
57616,116746
57656,132835
57727,47895
57826,40336
57872,47895
57949,128747
58052,62863
58066,52343
58100,52343
58114,103652
58131,24371
58144,126535
58230,149641
58286,74141
58379,94944
58425,21147
58446,94652
58485,20308
58579,79405
58634,83144
58662,24371
58687,73842
58773,128988
58775,37638
58846,14433
58871,126146
58885,149641
58962,44854
58962,68767
59066,126535
59115,103652
59327,149641
59378,43062
59418,37957
59460,50688
59506,165157
59557,11090
59643,53261
59677,15259
59745,109093
59806,126906
59812,57018
59837,149223
59940,168953
59977,147796
60023,125756
60075,14163
60222,12564
60298,164318
60336,38639
60338,134619
60372,52343
60381,63006
60476,149641
60614,156064
60709,126146
60726,145895
60938,8062
60995,12564
61026,124997
61062,126478
61065,89802
61115,109728
61115,153551
61154,147796
61304,68615
61308,47193
61318,90294
61342,55092
61348,166876
61353,146704
61402,128567
61477,128988
61608,140121
61618,124997
61682,62863
61832,84389
61862,36307
61862,152872
61882,36307
61901,63006
61902,79520
61916,140121
61985,12564
62008,15259
62019,122664
62020,157120
62028,13933
62029,44854
62182,107012
62341,138684
62392,124997
62396,36685
62497,80030
62513,121950
62529,74141
62629,52343
62653,153551
62714,79636
62756,52343
62921,2340
62965,20308
63093,68615
63119,4723
63135,9702
63175,13785
63188,92394
63261,147796
63409,149641
63427,68767
63469,133477
63514,62351
63515,111153
63525,144129
63572,131300
63585,130278
63601,154636
63642,128988
63717,128988
63827,47193
63827,84409
63899,63006
63936,69209
63942,138778
63970,62351
64049,97025
64086,44854
64238,145406
64246,76270
64271,126906
64279,109083
64336,124997
64383,97025
64393,147796
64539,79520
64549,112604
64568,15259
64570,77221
64629,63006
64659,169819
64679,78694
64761,165157
64788,147796
64789,24371
64802,147796
64935,38639
64979,52343
65022,154636
65063,91721
65088,113920
65193,118799
65193,143764
65208,115851
65284,52343
65301,74141
65329,76959
65371,59175
65372,164252
65473,124997
65532,75849
65571,18412
65605,52343
65654,158863
65709,9702
65722,81708
65737,51082
65898,63006
65906,18412
65982,14163
66070,14433
66097,62863
66124,7788
66166,149641
66315,32465
66323,69672
66364,14433
66442,61226
66453,38639
66466,56792
66501,126906
66517,134619
66613,46990
66717,5505
66901,97025
66907,12564
66941,95
66964,164252
67019,15259
67039,68767
67071,109083
67113,36371
67183,149641
67218,148001
67281,38639
67318,12564
67396,38222
67507,115851
67513,103652
67524,7498
67537,63006
67539,89802
67546,87858
67558,124997
67569,63006
67623,24679
67682,70839
67690,24371
67700,124997
67809,151327
67948,13334
67982,127735
67998,16141
68012,149641
68080,47895
68083,81462
68100,126535
68150,18412
68191,63006
68302,12564
68430,81462
68505,34314
68506,11090
68507,148001
68521,124997
68635,116489
68637,153395
68701,63006
68756,126906
68810,70839
68831,63006
68861,15259
68874,46990
68929,166354
69036,36171
69060,165157
69078,63844
69138,81462
69183,37995
69212,149641
69242,131300
69276,65520
69300,164215
69321,94795
69343,99646
69374,24371
69379,18412
69438,149641
69447,4285
69485,14181
69581,113305
69591,103132
69789,88295
69825,21457
69871,109083
69881,123773
69929,64974
69983,151327
70010,109728
70130,149641
70154,6533
70167,92909
70167,156064
70179,142140
70213,3882
70288,81708
70338,61531
70340,36307
70359,126478
70361,151327
70365,155017
70384,79636
70429,933
70469,37957
70474,149641
70484,111225
70588,47895
70599,5825
70627,42199
70667,96887
70672,63006
70712,61531
70745,131300
70751,50290
70787,147796
70934,81462
70999,153551
71009,134619
71117,68615
71186,47895
71187,57161
71207,149641
71245,21147
71373,52343
71477,151940
71547,32465
71584,164211
71604,152478
71636,12564
71671,124180
71747,63006
71767,103652
71796,14433
71826,52343
71874,161193
71959,81708
71974,92909
71988,31662
72004,37957
72029,107012
72035,47895
72133,70839
72135,79520
72137,6533
72139,134619
72142,147796
72153,154636
72173,89802
72193,52343
72209,89682
72322,48895
72327,124997
72349,138778
72374,52343
72427,136019
72525,126906
72528,131300
72532,37390
72544,147796
72556,74517
72594,124997
72641,42199
72650,74141
72789,15781
72832,10321
72835,90621
72854,34314
72958,169819
73044,84409
73083,149641
73115,149641
73161,123773
73163,153551
73173,47895
73188,47895
73222,149641
73233,24771
73233,79404
73271,149641
73324,32465
73405,62863
73590,63006
73620,4366
73755,14433
73769,15259
73769,48895
73781,57161
73837,94944
73837,115215
73910,109022
73932,128988
73956,146598
74052,126146
74084,107012
74085,124997
74157,47693
74244,57018
74331,63844
74448,128988
74571,79520
74584,108824
74592,6238
74610,69355
74622,163754
74700,32465
74708,166876
74712,47895
74718,97025
74736,9702
74855,124997
74891,154636
74947,166354
75108,158569
75112,5505
75113,68615
75128,53261
75142,117179
75211,166707
75339,47895
75348,68767
75359,10325
75370,12904
75407,14433
75442,164544
75610,64467
75632,18412
75634,68615
75653,15259
75671,149641
75772,146704
75791,97025
75907,154636
75960,79520
75967,164211
76114,63844
76124,46990
76128,116489
76135,36307
76367,149641
76403,115215
76514,75877
76536,154636
76615,12564
76655,63006
76677,148334
76686,166354
76779,63006
76815,152872
77076,63006
77148,60861
77170,47895
77225,57018
77242,7746
77262,62708
77262,116090
77321,149641
77382,149641
77411,65520
77416,12540
77467,147796
77478,47895
77498,152872
77646,169819
77647,149641
77703,47895
77735,47895
77752,40336
77753,152478
77889,47693
77894,47693
77924,151327
78041,128089
78066,120580
78066,125581
78066,153155
78082,109083
78092,78335
78158,19960
78158,57018
78158,153395
78176,69209
78326,154636
78348,41101
78352,108824
78354,125756
78354,127367
78390,8466
78479,20308
78501,109083
78548,79520
78575,148596
78585,4285
78613,131300
78616,14577
78629,147796
78649,47895
78841,12564
78850,12564
78884,101181
78896,107012
78952,91393
78953,151327
79069,64467
79070,48895
79071,47895
79110,75877
79127,14433
79245,3882
79245,160752
79265,14163
79265,128567
79354,89802
79363,63006
79431,31662
79434,5825
79497,40336
79512,84409
79616,62863
79754,57161
79760,91393
79777,147796
79831,149641
79888,73398
79890,124997
79911,57018
79987,15259
80005,149641
80039,95850
80082,84409
80096,121950
80102,69355
80108,36171
80141,132257
80275,149641
80287,90621
80370,63844
80400,84409
80445,156064
80455,124997
80574,135409
80609,149641
80714,153395
80715,37995
80754,9702
80804,153395
80902,169819
80926,166354
81041,41101
81058,9702
81096,57018
81119,132782
81134,6533
81288,46667
81420,6533
81421,124997
81456,12564
81482,5825
81516,9702
81540,149223
81617,89329
81790,44854
81797,15259
81848,20878
81852,164258
81957,126906
82025,62863
82106,40336
82160,69209
82182,78304
82197,12564
82206,169819
82216,149641
82289,64467
82300,91957
82341,169819
82412,21147
82504,115537
82691,18412
82739,79520
82758,145946
82762,126146
82846,31662
82869,37995
82912,169819
82940,94944
83067,84389
83083,94561
83132,14577
83244,63006
83249,97025
83406,124997
83407,63006
83434,79520
83585,15921
83594,89802
83621,160476
83678,56234
83836,13349
83875,65233
83912,149223
83929,164544
83962,76270
83989,149854
84096,63006
84132,36307
84219,63006
84220,63006
84226,149641
84252,21147
84282,154636
84317,152478
84392,121033
84453,145895
84468,154636
84480,126146
84565,10587
84597,84389
84637,62872
84638,85557
84648,79636
84693,154636
84743,148421
84753,169819
84889,42108
84965,24371
84967,121033
85124,124997
85187,124997
85218,103652
85223,63006
85233,55715
85278,6533
85352,32465
85378,94482
85381,21147
85382,56792
85485,127896
85523,85557
85532,6238
85582,12564
85634,134619
85772,5825
85853,33445
85981,15734
86039,151327
86064,138289
86090,10325
86147,85557
86147,103652
86162,7788
86234,149641
86258,141460
86264,62085
86297,149641
86324,106622
86385,22167
86416,14163
86471,112513
86520,55715
86541,131300
86545,36307
86622,38639
86636,72771
86715,103652
86732,128988
86770,23696
86935,131300
86961,52343
86961,84389
87043,63006
87065,124997
87125,37995
87209,134619
87210,103652
87211,61531
87242,154636
87252,12564
87303,98253
87373,19973
87373,74141
87404,147796
87560,14577
87609,81462
87679,125756
87747,167310
87834,122341
87865,52343
87873,147796
87886,125756
87910,12564
88073,40336
88094,124997
88100,75836
88104,154636
88144,64467
88175,3067
88208,47895
88221,7746
88299,47895
88301,12564
88304,2677
88451,5505
88518,83144
88615,103652
88639,116489
88750,14433
88750,145895
88796,94944
88882,161734
88922,109728
89051,124997
89156,128567
89166,151940
89206,68767
89214,276
89217,44854
89255,86942
89321,124997
89343,138151
89413,56792
89430,148434
89678,84389
89679,4366
89718,44854
89724,24371
89770,147796
89782,83384
89863,124997
89885,149641
89948,84389
89948,153551
89978,145895
89983,20308
90001,74517
90049,47895
90053,40336
90055,77221
90069,97025
90204,20308
90226,31662
90256,139586
90310,63006
90333,146598
90334,147796
90407,52343
90446,63006
90460,52343
90469,4366
90535,103132
90549,158569
90563,24679
90638,128988
90677,155017
90726,10325
90803,94561
90834,146523
90864,17215
90896,40336
91004,81462
91040,52343
91041,36307
91043,59175
91059,107012
91077,77221
91082,151327
91112,39253
91140,154636
91143,39425
91163,28295
91278,7746
91330,63006
91373,52343
91383,124997
91418,103652
91420,145895
91625,81462
91632,124997
91668,59402
91693,107012
91708,62351
91768,109083
91817,47895
91843,31662
91908,124997
91987,47895
92051,123773
92072,65520
92098,147796
92174,129843
92177,12564
92233,63006
92407,146704
92494,48895
92627,14163
92791,12564
92835,14163
92856,124997
92857,40336
92869,47193
92968,12564
92991,18412
93035,153551
93076,57161
93083,63006
93139,36307
93143,12564
93218,151940
93263,151327
93304,124997
93307,13334
93351,75877
93357,75877
93391,12564
93406,90621
93411,37638
93435,12540
93475,126472
93628,124997
93734,107012
93788,169819
93916,98253
93948,152872
93990,164211
94085,63006
94124,84409
94127,14163
94149,155017
94229,63006
94327,31662
94391,5825
94397,155017
94480,4723
94553,124997
94578,32465
94601,145990
94705,166707
94914,149641
94966,168136
94992,149641
94996,154636
95018,62863
95026,125110
95078,149641
95111,149641
95152,36171
95167,124997
95283,124997
95419,37995
95431,138778
95467,88295
95511,123773
95684,134619
95723,160750
95790,60425
95831,169819
95875,39425
95883,7746
95897,103652
95902,14163
95990,79636
96187,75877
96192,69355
96225,24371
96300,73469
96337,25409
96349,109093
96371,63006
96464,37957
96490,75489
96504,69209
96530,57018
96537,12564
96606,160476
96681,52195
96700,125756
96758,67713
96783,30135
96815,124997
96833,38639
96868,166707
96879,128988
96885,62863
96895,63229
96926,149641
96988,6238
97224,40336
97447,152478
97551,142829
97761,46990
97789,123773
97789,166876
97869,169819
97887,147796
97915,149641
97968,115851
97980,44854
98015,47193
98029,138151
98030,63006
98064,85557
98199,24371
98249,153395
98347,79636
98504,70352
98539,131300
98619,47895
98673,154636
98715,109083
98760,81462
98791,149641
98841,166354
98857,149641
98880,151327
98916,47895
98932,77571
99062,152478
99073,94944
99094,128567
99109,53261
99151,40336
99307,42199
99314,91957
99350,153395
99367,18103
99481,66291
99490,152872
99541,84389
99547,142140
99565,132835
99600,60395
99601,152872
99640,59820
99687,149641
99889,63006
99941,37957
99954,37957
99965,37957
100017,154636
100056,74141
100065,14163
100100,81708
100172,164682
100174,167310
100224,144549
100227,142140
100344,57018
100479,101598
100560,77571
100561,56792
100610,136244
100630,116489
100690,140687
100708,21147
100730,166354
100731,146704
100786,80030
100792,97025
100878,47895
100905,154636
100922,24371
100976,150496
100983,74141
101013,146704
101041,101181
101042,109093
101084,63229
101148,12564
101158,124997
101165,12564
101222,153395
101318,155017
101409,21147
101411,5505
101439,154636
101471,33095
101547,124997
101588,12504
101614,154636
101653,124997
101697,69209
101734,124997
101770,63006
101876,32465
101955,44854
101971,124997
102019,2340
102117,100589
102135,44854
102268,132782
102336,94561
102361,146704
102471,161193
102493,125756
102554,57018
102592,61226
102667,80927
102720,107012
102722,146704
102821,124997
102990,103132
103053,108399
103062,81462
103070,12564
103079,52343
103096,47895
103187,19960
103234,12564
103275,47895
103308,69355
